Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
5619600,000001A1,false,Rx,0,5,DA,CD,00,00,81,00,00,00,
5621945,00000197,false,Rx,0,4,BD,00,FE,FC,00,00,00,00,
5623470,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5623471,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5623471,0000019F,false,Rx,0,6,C0,FC,01,80,00,10,00,00,
5625637,0000040F,false,Rx,0,4,2B,2B,0C,F1,00,00,00,00,
5628604,000000FA,false,Rx,0,8,00,84,00,E0,7F,01,0A,C4,
5628604,000000D9,false,Rx,0,8,91,F9,00,10,00,F0,7F,CF,
5628605,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5629601,000001B3,false,Rx,0,8,C4,12,00,06,00,FF,FF,91,
5629602,00000350,false,Rx,0,8,FF,FF,FF,63,FF,FF,FF,FF,
5629602,000002A7,false,Rx,0,5,7A,FE,FE,FF,14,00,00,00,
5630634,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
5634252,000001C0,false,Rx,0,8,B9,34,00,40,63,55,55,57,
5634253,00000199,false,Rx,0,6,D4,FD,E1,7E,00,20,00,00,
5634253,0000019A,false,Rx,0,6,9A,FD,45,7F,00,10,00,00,
5634254,00000371,false,Rx,0,5,50,41,32,50,FD,00,00,00,
5636338,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
5636339,000002FC,false,Rx,0,8,81,00,04,FF,FF,FF,FF,C2,
5636339,00000349,false,Rx,0,5,FE,FF,FE,FF,FF,00,00,00,
5637841,00000510,false,Rx,0,8,40,10,00,02,03,92,01,00,
5637841,000000D9,false,Rx,0,8,76,FA,00,10,00,F0,7F,CF,
5637842,000000A5,false,Rx,0,8,41,05,FF,F7,FF,00,00,C1,
5639051,000000A7,false,Rx,0,7,79,F5,FF,F0,FF,FF,0F,00,
5639051,000000DC,false,Rx,0,6,E8,05,22,D0,07,EE,00,00,
5639052,00000173,false,Rx,0,8,25,FB,00,02,20,00,D2,1F,
5640290,000001A1,false,Rx,0,5,60,CE,00,00,81,00,00,00,
5643601,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5643602,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5644760,0000019F,false,Rx,0,6,14,FE,01,80,00,10,00,00,
5644761,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
5645967,000001E1,false,Rx,0,6,00,F5,00,FF,FF,FF,00,00,
5645967,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5645967,000002BB,false,Rx,0,5,5D,F0,3F,00,F2,00,00,00,
5647144,00000540,false,Rx,0,8,40,40,00,00,00,00,01,00,
5647144,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
5648325,000000D9,false,Rx,0,8,2B,FB,00,10,00,F0,7F,CF,
5648325,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5648326,00000201,false,Rx,0,8,B1,5C,E2,6B,00,FF,F0,FF,
5649506,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
5649506,00000308,false,Rx,0,8,FF,F1,FF,FF,FF,FF,FF,FF,
5649507,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
5651939,00000197,false,Rx,0,4,32,01,FE,FC,00,00,00,00,
5654625,00000199,false,Rx,0,6,7C,F0,E1,7E,00,20,00,00,
5654626,0000019A,false,Rx,0,6,89,F0,4F,7F,00,10,00,00,
5657628,00000366,false,Rx,0,8,70,00,06,FC,FF,FF,FF,FF,
5657628,000000D9,false,Rx,0,8,A5,FC,00,10,00,F0,7F,CF,
5657629,000000A5,false,Rx,0,8,A6,06,FF,F7,FF,00,00,C1,
5658609,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5658610,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5658610,000000A7,false,Rx,0,7,B3,F6,FF,F0,FF,FF,0F,00,
5658610,000000DC,false,Rx,0,6,56,06,22,D0,07,EE,00,00,
5658611,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5659656,00000302,false,Rx,0,7,A2,F0,B6,6F,01,00,00,00,
5659656,000003A1,false,Rx,0,8,00,01,00,03,00,C0,00,F0,
5659656,000001A1,false,Rx,0,5,95,C0,00,00,81,00,00,00,
5663802,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5663803,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5664619,0000019F,false,Rx,0,6,13,F1,FB,7F,00,10,00,00,
5664620,000002E0,false,Rx,0,6,FF,F0,75,40,24,FF,00,00,
5666158,00000065,false,Rx,0,8,D3,8B,30,03,FF,FF,FF,FF,
5668018,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
5668019,000000D9,false,Rx,0,8,F8,FD,00,10,00,F0,7F,CF,
5668020,000001E4,false,Rx,0,8,ED,03,61,61,11,11,11,11,
5668020,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5669611,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
5669612,00000145,false,Rx,0,3,C8,9F,F0,00,00,00,00,00,
5669612,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
5669612,000002EB,false,Rx,0,8,D2,F7,11,11,11,62,11,FF,
5669613,00000032,false,Rx,0,8,67,FE,00,00,01,FC,FF,FF,
5670606,00000328,false,Rx,0,6,7E,6C,D9,05,68,25,00,00,
5670607,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
5671936,00000102,false,Rx,0,8,79,99,F0,FF,FF,FF,FF,FF,
5671936,00000105,false,Rx,0,8,85,A9,00,F0,FF,FF,FF,FF,
5674265,000001C0,false,Rx,0,8,E4,35,00,40,63,55,55,57,
5674266,00000199,false,Rx,0,6,A8,F2,E1,7E,00,20,00,00,
5674267,0000019A,false,Rx,0,6,8E,F2,4A,7F,00,10,00,00,
5674267,00000376,false,Rx,0,3,08,1D,11,00,00,00,00,00,
5676354,000000CA,false,Rx,0,8,89,24,00,00,00,00,FD,F7,
5676355,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5678812,000000D9,false,Rx,0,8,1F,FE,00,10,00,F0,7F,CF,
5678813,000000A5,false,Rx,0,8,FB,07,FF,F7,FF,00,00,C1,
5678813,000000A7,false,Rx,0,7,F5,F7,FF,F0,FF,FF,0F,00,
5678814,000000DC,false,Rx,0,6,3C,07,22,D0,07,EE,00,00,
5679607,00000163,false,Rx,0,8,F3,F2,04,25,13,15,04,F5,
5679607,00000378,false,Rx,0,8,14,FA,61,21,FF,10,FF,6F,
5679608,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
5682273,00000197,false,Rx,0,4,BE,02,FE,FC,00,00,00,00,
5683479,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5683480,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5683480,000003CA,false,Rx,0,8,F4,60,60,FF,0A,36,FF,FF,
5684605,0000019F,false,Rx,0,6,9B,F3,03,80,00,10,00,00,
5684606,0000036E,false,Rx,0,5,3C,FE,FE,FF,14,00,00,00,
5684607,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
5685789,0000012F,false,Rx,0,8,33,76,FA,DD,FF,FF,FF,00,
5688153,000000D9,false,Rx,0,8,1E,F0,00,10,00,F0,7F,CF,
5688154,000000FA,false,Rx,0,8,05,86,12,08,76,76,76,00,
5688154,00000173,false,Rx,0,8,4D,F1,00,02,20,00,D2,1F,
5688155,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5692598,000000AB,false,Rx,0,8,23,F6,04,00,00,D0,FF,FF,
5692599,00000276,false,Rx,0,8,C0,00,00,00,00,C0,FF,FF,
5694594,00000199,false,Rx,0,6,C9,F4,E1,7E,00,20,00,00,
5694596,0000019A,false,Rx,0,6,EF,F4,4A,7F,00,10,00,00,
5695857,000002A6,false,Rx,0,2,00,D1,00,00,00,00,00,00,
5698624,000000D9,false,Rx,0,8,43,F1,00,10,00,F0,7F,CF,
5698626,000000A5,false,Rx,0,8,A7,08,FF,F7,FF,00,00,C1,
5698627,000000A7,false,Rx,0,7,30,F8,FF,F0,FF,FF,0F,00,
5698628,000000DC,false,Rx,0,6,40,08,22,D0,07,EE,00,00,
5699651,000003FD,false,Rx,0,5,C4,09,20,FF,FF,00,00,00,
5699653,0000032B,false,Rx,0,8,B5,00,C5,37,FF,FF,FF,FF,
5699654,00000201,false,Rx,0,8,C6,5C,F8,6B,00,FF,F0,FF,
5699655,00000302,false,Rx,0,7,A7,F4,B6,6F,01,00,00,00,
5700632,000001A1,false,Rx,0,5,B2,C2,00,00,81,00,00,00,
5703449,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5703451,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5704673,0000019F,false,Rx,0,6,81,F5,F9,7F,00,10,00,00,
5705950,0000003C,false,Rx,0,8,CA,A1,03,92,01,00,2A,FF,
5705952,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5708222,0000031C,false,Rx,0,8,FF,3F,FF,FF,09,00,40,FD,
5708225,000000D9,false,Rx,0,8,A4,F2,00,10,00,F0,7F,CF,
5708227,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
5708228,0000030C,false,Rx,0,5,09,F5,FE,FF,14,00,00,00,
5708230,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5709500,00000265,false,Rx,0,8,F6,66,88,13,70,30,FF,FF,
5709503,000002A7,false,Rx,0,5,8F,F0,FE,FF,14,00,00,00,
5709504,000001DD,false,Rx,0,8,00,00,00,F0,FF,FF,FF,FF,
5710694,000001C3,false,Rx,0,8,AD,45,00,00,00,00,00,00,
5710697,0000026B,false,Rx,0,8,6C,13,FD,FF,FF,FF,FF,FF,
5710698,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
5712054,000003C0,false,Rx,0,8,01,44,D4,FD,FF,FF,FF,FF,
5712057,00000197,false,Rx,0,4,31,03,FE,FC,00,00,00,00,
5712058,0000021D,false,Rx,0,8,00,00,00,FF,FF,FF,FF,FF,
5713259,00000203,false,Rx,0,8,19,85,00,FF,FF,FF,00,C0,
5714521,000001C0,false,Rx,0,8,03,36,00,40,63,55,55,57,
5714548,00000199,false,Rx,0,6,1D,F6,E1,7E,00,20,00,00,
5714550,0000019A,false,Rx,0,6,53,F6,45,7F,00,10,00,00,
5716465,000002EB,false,Rx,0,8,8E,F8,11,11,11,62,11,FF,
5716468,000001E4,false,Rx,0,8,63,04,61,61,11,11,11,11,
5718098,000000D9,false,Rx,0,8,F9,F3,00,10,00,F0,7F,CF,
5718101,000000A5,false,Rx,0,8,FA,09,FF,F7,FF,00,00,C1,
5718103,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5718104,000000A7,false,Rx,0,7,76,F9,FF,F0,FF,FF,0F,00,
5718106,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5719215,000000DC,false,Rx,0,6,2A,09,22,D0,07,EE,00,00,
5719217,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5720329,000001A1,false,Rx,0,5,2F,C3,00,00,81,00,00,00,
5723208,000005E0,false,Rx,0,8,11,03,00,04,16,2C,C5,10,
5723210,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5723212,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5723213,000002CA,false,Rx,0,2,70,74,00,00,00,00,00,00,
5724419,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
5724422,0000019F,false,Rx,0,6,EE,F7,F3,7F,00,10,00,00,
5724424,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
5725920,00000202,false,Rx,0,2,11,FF,00,00,00,00,00,00,
5728071,000000FA,false,Rx,0,8,00,94,00,E0,7F,01,0A,C4,
5728074,000000D9,false,Rx,0,8,77,F4,00,10,00,F0,7F,CF,
5728075,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5729322,000001B3,false,Rx,0,8,C4,12,00,07,00,FF,FF,92,
5729325,000004A5,false,Rx,0,8,FF,00,00,00,00,00,F0,FF,
5734491,00000199,false,Rx,0,6,60,F8,F5,7E,00,20,00,00,
5734494,0000019A,false,Rx,0,6,FE,F8,4F,7F,00,10,00,00,
5735843,0000034F,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
5735846,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5737384,00000510,false,Rx,0,8,40,10,00,02,03,92,01,00,
5737386,00000064,false,Rx,0,8,ED,F2,F2,FF,FF,FF,FF,FF,
5737388,000000D9,false,Rx,0,8,2A,F5,00,10,00,F0,7F,CF,
5738423,000000A5,false,Rx,0,8,1D,0A,FF,F7,FF,00,00,C1,
5738426,00000173,false,Rx,0,8,C3,F6,00,02,20,00,D2,1F,
5738428,00000302,false,Rx,0,7,A8,F8,B6,6F,01,00,00,00,
5738429,000000A7,false,Rx,0,7,BC,FA,FF,F0,FF,FF,0F,00,
5738431,000000DC,false,Rx,0,6,94,0A,22,D0,07,EE,00,00,
5739577,000001A0,false,Rx,0,5,9D,1A,FC,FF,30,00,00,00,
5739581,000001A1,false,Rx,0,5,DB,C4,00,00,81,00,00,00,
5741993,00000197,false,Rx,0,4,BB,04,FE,FC,00,00,00,00,
5743458,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5743460,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5744463,0000019F,false,Rx,0,6,2A,F9,FF,7F,00,10,00,00,
5745925,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
5745927,0000006E,false,Rx,0,8,00,DB,08,DE,08,00,00,FF,
5745929,0000006F,false,Rx,0,8,08,DB,08,20,51,A1,2E,FC,
5747006,000002BB,false,Rx,0,5,C0,F1,3F,00,F2,00,00,00,
5747008,000007C1,false,Rx,0,8,0A,10,00,0C,FF,04,01,00,
5748158,000000D9,false,Rx,0,8,CD,F6,00,10,00,F0,7F,CF,
5748161,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
5748162,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5748164,00000201,false,Rx,0,8,DB,5C,0C,6C,00,FF,F0,FF,
5749360,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
5749363,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
5750665,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
5754301,000001C0,false,Rx,0,8,5E,37,00,40,63,55,55,57,
5754303,00000199,false,Rx,0,6,DF,FA,E1,7E,00,20,00,00,
5754305,0000019A,false,Rx,0,6,42,FA,40,7F,00,10,00,00,
5755941,000000CA,false,Rx,0,8,D4,25,00,00,00,00,FD,F7,
5758093,000000D9,false,Rx,0,8,90,F7,00,10,00,F0,7F,CF,
5758096,000000A5,false,Rx,0,8,40,0B,FF,F7,FF,00,00,C1,
5758097,000000A7,false,Rx,0,7,FA,FB,FF,F0,FF,FF,0F,00,
5758099,000000DC,false,Rx,0,6,FE,0B,22,D0,07,EE,00,00,
5760338,000001A1,false,Rx,0,5,46,C5,00,00,81,00,00,00,
5762974,00000293,false,Rx,0,5,E2,AA,FE,FF,14,00,00,00,
5762977,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5762979,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5764520,0000019F,false,Rx,0,6,57,FB,09,80,00,10,00,00,
5764546,0000036F,false,Rx,0,5,06,F0,FE,FF,14,00,00,00,
5764548,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
5764549,000002E0,false,Rx,0,6,95,F1,75,40,24,FF,00,00,
5765655,0000034A,false,Rx,0,8,E6,B3,70,FB,59,CE,89,26,
5765657,00000065,false,Rx,0,8,5D,8C,30,03,FF,FF,FF,FF,
5766651,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5766654,000001F6,false,Rx,0,2,80,D0,00,00,00,00,00,00,
5768092,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
5768094,000000D9,false,Rx,0,8,CC,F8,00,10,00,F0,7F,CF,
5768096,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5768098,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
5769112,000003D2,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
5769114,00000426,false,Rx,0,4,FF,FF,FF,F0,00,00,00,00,
5769116,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
5769117,00000438,false,Rx,0,4,FF,FF,FF,F0,00,00,00,00,
5769119,0000019D,false,Rx,0,8,0A,3E,92,02,FF,FF,FF,FF,
5769121,000001E4,false,Rx,0,8,3E,05,61,61,11,11,11,11,
5770785,000002EB,false,Rx,0,8,D3,F9,11,11,11,62,11,FF,
5771984,00000197,false,Rx,0,4,34,05,FE,FC,00,00,00,00,
5773342,000000B4,false,Rx,0,4,EE,4F,3B,1F,00,00,00,00,
5773344,000000B6,false,Rx,0,8,E3,37,00,FF,FF,FF,FF,FF,
5773346,000000B7,false,Rx,0,8,3F,00,00,00,FF,FF,FF,FF,
5773348,000000C0,false,Rx,0,2,F0,40,00,00,00,00,00,00,
5773350,00000199,false,Rx,0,6,BE,FC,E1,7E,00,20,00,00,
5774360,0000019A,false,Rx,0,6,F0,FC,45,7F,00,10,00,00,
5774363,0000028E,false,Rx,0,5,3C,DA,FE,FF,14,00,00,00,
5774365,00000376,false,Rx,0,3,DC,1E,11,00,00,00,00,00,
5774366,000001D6,false,Rx,0,3,C0,C0,FF,00,00,00,00,00,
5777376,000002F4,false,Rx,0,2,00,00,00,00,00,00,00,00,
5777378,00000138,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
5777380,00000294,false,Rx,0,5,3D,C3,FE,FF,14,00,00,00,
5777382,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5778566,000000A5,false,Rx,0,8,CE,0C,FF,F7,FF,00,00,C1,
5778569,000000A7,false,Rx,0,7,35,FC,FF,F0,FF,FF,0F,00,
5778570,000000D9,false,Rx,0,8,91,F9,00,10,00,F0,7F,CF,
5778572,000000DC,false,Rx,0,6,F5,0C,22,D0,07,EE,00,00,
5778574,00000163,false,Rx,0,8,F2,FC,04,25,13,15,04,F5,
5779701,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5779703,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5779705,00000302,false,Rx,0,7,AD,FC,B6,6F,01,00,00,00,
5779707,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
5783427,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5783429,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5784477,0000019F,false,Rx,0,6,9F,FD,FF,7F,00,10,00,00,
5784480,00000301,false,Rx,0,7,84,CD,04,72,FF,FF,2F,00,
5784482,0000034C,false,Rx,0,8,76,00,00,00,AC,03,F0,FF,
5786045,0000012F,false,Rx,0,8,6E,77,FA,DD,FF,FF,FF,00,
5788007,000003F9,false,Rx,0,8,30,F5,00,73,3E,30,33,00,
5788010,000000D9,false,Rx,0,8,76,FA,00,10,00,F0,7F,CF,
5788011,00000173,false,Rx,0,8,25,FB,00,02,20,00,D2,1F,
5788013,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5789489,000000FA,false,Rx,0,8,05,86,12,08,76,76,76,00,
5789492,00000287,false,Rx,0,8,C1,0C,FE,F0,3D,FF,30,FD,
5789493,000003E9,false,Rx,0,8,FF,FF,0F,FF,FF,FF,FF,FF,
5789495,000002A7,false,Rx,0,5,12,F1,FE,FF,14,00,00,00,
5790700,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
5793316,00000200,false,Rx,0,8,02,00,34,FF,FF,00,FF,C0,
5794376,000001C0,false,Rx,0,8,02,38,00,40,63,55,55,57,
5794379,00000199,false,Rx,0,6,6A,FE,E1,7E,00,20,00,00,
5794381,0000019A,false,Rx,0,6,2A,FE,3B,7F,00,10,00,00,
5794382,000000C8,false,Rx,0,8,70,FF,FF,FF,FF,FF,FF,FF,
5795931,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
5795934,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5797662,0000037F,false,Rx,0,2,FF,F0,00,00,00,00,00,00,
5797665,00000297,false,Rx,0,7,3A,F2,F0,E0,F0,F0,A8,00,
5797667,000000D9,false,Rx,0,8,2B,FB,00,10,00,F0,7F,CF,
5797669,000000A5,false,Rx,0,8,93,0D,FF,F7,FF,00,00,C1,
5798838,000000A7,false,Rx,0,7,73,FD,FF,F0,FF,FF,0F,00,
5798841,000000DC,false,Rx,0,6,9F,0D,22,D0,07,EE,00,00,
5798843,000003FD,false,Rx,0,5,7E,0A,20,FF,FF,00,00,00,
5798844,0000032B,false,Rx,0,8,B5,00,C6,37,FF,FF,FF,FF,
5798846,00000201,false,Rx,0,8,F0,5C,22,6C,00,FF,F0,FF,
5799982,000003B4,false,Rx,0,8,FF,FF,FC,FF,F8,F8,00,FF,
5799984,000001A1,false,Rx,0,5,61,C7,00,00,81,00,00,00,
5801984,00000197,false,Rx,0,4,B8,06,FE,FC,00,00,00,00,
5803443,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5803447,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5803450,000004AB,false,Rx,0,6,84,03,FD,FF,F2,F2,00,00,
5804582,0000019F,false,Rx,0,6,02,F0,01,80,00,10,00,00,
5804586,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
5805974,0000003C,false,Rx,0,8,2D,A2,03,92,01,00,2A,FF,
5808181,000000D9,false,Rx,0,8,A5,FC,00,10,00,F0,7F,CF,
5808184,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5808186,000001C8,false,Rx,0,8,00,00,00,00,F0,31,FF,FF,
5809507,00000265,false,Rx,0,8,F6,66,88,13,70,30,FF,FF,
5809510,00000340,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
5809512,0000042B,false,Rx,0,4,95,1F,72,30,00,00,00,00,
5813719,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
5813722,00000199,false,Rx,0,6,16,F1,E1,7E,00,20,00,00,
5813724,0000019A,false,Rx,0,6,8B,F1,40,7F,00,10,00,00,
5816444,000002EB,false,Rx,0,8,34,FA,11,11,11,62,11,FF,
5816447,000001E4,false,Rx,0,8,D9,06,61,61,11,11,11,11,
5818087,000000D9,false,Rx,0,8,F8,FD,00,10,00,F0,7F,CF,
5818091,000000A5,false,Rx,0,8,74,0E,FF,F7,FF,00,00,C1,
5818093,000000A7,false,Rx,0,7,B9,FE,FF,F0,FF,FF,0F,00,
5818096,000000DC,false,Rx,0,6,21,0E,22,D0,07,EE,00,00,
5819297,000002D8,false,Rx,0,8,FD,FF,FF,FF,22,22,12,80,
5819301,000001BC,false,Rx,0,6,FF,FF,F0,FF,FF,FF,00,00,
5819304,00000302,false,Rx,0,7,E4,F1,B6,6F,01,00,00,00,
5819306,0000031B,false,Rx,0,6,FF,FF,F0,FF,FF,FF,00,00,
5820387,000001A1,false,Rx,0,5,09,C8,00,00,81,00,00,00,
5820389,00000384,false,Rx,0,8,FF,FF,F7,FF,FF,FF,FF,FF,
5823441,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5823444,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5824434,0000019F,false,Rx,0,6,98,F2,05,80,00,10,00,00,
5826018,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5828128,000000D9,false,Rx,0,8,1F,FE,00,10,00,F0,7F,CF,
5828129,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5828130,000000FA,false,Rx,0,8,00,A4,00,E0,7F,01,0A,C4,
5829310,000001B3,false,Rx,0,8,C4,12,00,08,00,FF,FF,93,
5830625,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
5831964,00000197,false,Rx,0,4,37,07,FE,FC,00,00,00,00,
5834273,000001C0,false,Rx,0,8,5F,39,00,40,63,55,55,57,
5834274,00000199,false,Rx,0,6,C2,F3,E1,7E,00,20,00,00,
5834275,0000019A,false,Rx,0,6,8C,F3,45,7F,00,10,00,00,
5835878,000000CA,false,Rx,0,8,33,26,00,00,00,00,FD,F7,
5835879,00000349,false,Rx,0,5,FE,FF,FE,FF,FF,00,00,00,
5837404,00000510,false,Rx,0,8,40,10,00,02,03,92,01,00,
5837405,000000D9,false,Rx,0,8,1E,F0,00,10,00,F0,7F,CF,
5837406,000000A5,false,Rx,0,8,75,00,FF,F7,FF,00,00,C1,
5838524,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5838525,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5838526,000000A7,false,Rx,0,7,3A,F0,FF,F0,FF,FF,0F,00,
5838527,000000DC,false,Rx,0,6,37,00,22,D0,07,EE,00,00,
5838529,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
5839608,00000173,false,Rx,0,8,4D,F1,00,02,20,00,D2,1F,
5839609,00000347,false,Rx,0,8,38,4A,F8,2A,FC,FF,F8,FF,
5839610,000001A1,false,Rx,0,5,94,C9,00,00,81,00,00,00,
5842933,00000296,false,Rx,0,5,04,EB,FE,FF,14,00,00,00,
5842934,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5842935,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
5844408,0000019F,false,Rx,0,6,82,F4,FF,7F,00,10,00,00,
5844409,0000036E,false,Rx,0,5,C9,F0,FE,FF,14,00,00,00,
5844409,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
5845953,000001E1,false,Rx,0,6,BE,F6,00,FF,FF,FF,00,00,
5845954,000002BB,false,Rx,0,5,7A,F2,3F,00,F2,00,00,00,
5848045,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
5848046,000000D9,false,Rx,0,8,43,F1,00,10,00,F0,7F,CF,
5848046,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
5849077,00000201,false,Rx,0,8,05,5D,36,6C,00,FF,F0,FF,
5849078,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
5849079,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
5851134,000005E7,false,Rx,0,8,05,67,04,02,FF,FF,FF,FF,
5854430,00000199,false,Rx,0,6,A3,F5,E1,7E,00,20,00,00,
5854431,0000019A,false,Rx,0,6,ED,F5,45,7F,00,10,00,00,
5855949,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
5858061,000000D9,false,Rx,0,8,A4,F2,00,10,00,F0,7F,CF,
5858061,000000A5,false,Rx,0,8,28,01,FF,F7,FF,00,00,C1,
5858061,000000A7,false,Rx,0,7,7C,F1,FF,F0,FF,FF,0F,00,
